HHID,ORIGIN_OF_TRIP,DESTINATION_OF_TRIP,TT_WALK,WALKABILITY_INDEX,TT_CYCLE,BIKEABILITY_INDEX,TT_PT,FARE_PT,WT_PT,AT_PT,AC_PT,TT_CAR,FC_CAR,PC_CAR,CC_CAR,INCOME,GENDER,AGE,CAR_OWNERSHIP,CHOSEN_MODE,AV_WALK,AV_CYCLE,AV_PT,AV_CAR
7404,3,2,50,40,44,92,36,4,8,5,4,22,2,1,8,90,1,63,1,4,1,1,1,1
7405,5,6,30,37,16,93,41,2,18,27,4,23,1,2,3,30,1,32,0,2,1,1,1,1
7406,4,8,16,93,38,10,36,4,7,24,3,49,1,1,8,68,1,69,1,1,1,1,1,1
7407,5,1,12,53,50,25,53,3,6,17,3,53,3,7,4,17,0,36,0,1,1,1,1,1
7408,7,2,50,20,49,18,24,1,13,5,2,13,2,5,8,14,0,69,1,4,1,1,1,1
7409,4,2,20,64,10,63,25,5,15,23,5,41,3,8,5,68,1,30,1,2,1,1,1,1
7410,3,4,32,21,54,90,45,1,6,5,1,23,3,1,7,97,1,61,1,1,1,1,1,1
7411,9,6,52,88,41,84,35,5,10,30,4,20,3,5,5,86,0,27,0,4,1,1,1,1
7412,7,2,30,81,40,41,38,1,2,20,3,15,2,6,7,88,0,43,0,4,1,1,1,1
7413,1,1,46,21,42,13,54,6,13,29,4,16,2,6,2,80,0,58,0,2,1,1,1,1
7414,5,2,49,27,17,89,42,6,6,24,0,13,2,4,2,63,0,48,1,2,1,1,1,1
7415,8,1,16,51,46,88,47,2,2,9,3,11,3,7,5,71,1,40,0,1,1,1,1,1
7416,4,9,27,20,11,31,31,3,20,23,5,51,1,1,5,76,1,54,1,2,1,1,1,1
7417,8,4,23,57,14,100,38,1,10,20,2,30,3,3,5,37,0,18,0,2,1,1,1,1
7418,3,9,16,94,15,39,14,2,19,7,4,38,2,7,7,18,0,34,0,1,1,1,1,1
7419,1,1,29,50,27,48,14,6,2,26,2,19,2,1,4,24,0,22,1,2,1,1,1,1
7420,3,9,53,68,55,82,41,6,6,22,5,60,2,4,10,48,1,19,0,2,1,1,1,1
7421,3,3,54,32,42,47,38,5,12,17,0,32,2,8,10,65,1,47,1,1,1,1,1,1
7422,7,1,16,90,19,19,34,2,12,13,5,12,3,4,6,72,0,45,1,2,1,1,1,1
7423,5,4,24,100,20,40,25,2,3,15,4,46,3,6,6,98,1,28,1,1,1,1,1,1
7424,4,4,22,85,49,25,41,3,4,19,1,39,1,4,8,10,0,23,1,1,1,1,1,1
7425,6,7,12,95,50,37,14,2,20,30,1,56,1,3,8,31,1,64,1,1,1,1,1,1
7426,7,5,23,59,30,6,59,1,3,19,2,40,2,2,4,15,1,51,1,2,1,1,1,1
7427,5,4,47,33,27,71,57,3,2,27,5,11,1,1,6,14,1,46,1,4,1,1,1,1
7428,6,4,57,51,19,7,18,1,12,27,5,11,3,4,7,96,0,67,0,2,1,1,1,1
7429,9,8,12,89,47,33,32,2,18,18,4,55,2,4,3,32,0,44,1,1,1,1,1,1
7430,7,1,36,56,44,9,53,6,12,26,4,55,1,4,7,80,1,70,1,2,1,1,1,1
7431,3,6,33,83,45,97,37,2,14,8,4,21,2,1,2,89,1,50,1,4,1,1,1,1
7432,8,4,18,89,51,18,27,2,20,13,5,23,2,6,5,57,1,54,0,1,1,1,1,1
7433,5,1,40,85,22,28,52,6,7,20,1,33,2,1,10,31,0,18,0,2,1,1,1,1
7434,5,6,53,34,21,62,17,2,8,25,4,49,1,3,7,69,1,65,0,2,1,1,1,1
7435,3,9,24,1,33,80,28,2,20,8,0,49,2,8,2,10,0,44,1,3,1,1,1,1
7436,2,5,30,73,58,65,56,1,17,6,3,53,2,8,6,24,1,24,1,2,1,1,1,1
7437,5,1,17,24,37,30,60,2,13,19,5,47,1,8,8,66,1,45,1,1,1,1,1,1
7438,3,4,45,31,31,46,10,5,15,23,2,39,1,1,2,60,0,40,0,2,1,1,1,1
7439,9,6,50,36,19,90,38,3,11,6,5,36,3,4,3,22,0,58,0,2,1,1,1,1
7440,4,8,55,8,51,46,54,6,15,14,5,26,3,7,6,62,0,25,0,1,1,1,1,1
7441,8,2,48,56,34,46,37,2,8,30,5,50,2,6,2,96,0,56,0,2,1,1,1,1
7442,1,5,38,74,53,61,58,2,14,15,0,56,2,1,5,48,1,55,0,1,1,1,1,1
7443,1,3,12,62,13,93,33,4,5,11,0,50,3,6,9,79,0,38,0,2,1,1,1,1
7444,4,2,44,75,42,25,30,3,18,9,1,13,1,2,3,62,0,46,0,4,1,1,1,1
7445,8,6,37,53,29,50,47,3,3,6,5,11,2,5,3,73,1,25,1,2,1,1,1,1
7446,8,7,48,97,33,29,15,2,17,29,3,54,2,1,9,10,1,46,1,2,1,1,1,1
7447,4,9,37,47,26,34,24,7,3,26,3,33,3,3,6,15,0,28,1,2,1,1,1,1
7448,1,3,51,19,44,39,34,3,14,8,1,57,3,3,5,19,1,51,1,1,1,1,1,1
7449,3,3,56,80,10,75,42,1,12,12,5,41,3,2,7,31,0,65,1,2,1,1,1,1
7450,9,9,39,39,42,37,36,7,11,12,3,31,2,1,7,56,1,50,1,1,1,1,1,1
7451,2,8,51,39,59,87,42,1,16,24,5,43,3,8,10,77,1,67,1,1,1,1,1,1
7452,8,6,37,80,57,70,18,3,18,30,0,36,1,4,2,83,0,26,0,4,1,1,1,1
7453,8,5,31,81,52,33,48,6,8,21,5,19,1,2,2,44,1,49,1,1,1,1,1,1
7454,6,9,49,14,52,21,56,5,8,14,0,40,1,2,2,73,1,42,0,1,1,1,1,1
7455,1,9,15,42,20,84,33,5,10,21,5,38,3,8,8,29,0,66,0,2,1,1,1,1
7456,8,8,50,16,22,85,59,2,7,14,2,16,2,8,10,73,0,62,1,2,1,1,1,1
7457,6,5,29,57,59,3,46,7,3,10,0,33,3,3,8,87,0,49,0,1,1,1,1,1
7458,3,5,20,24,50,27,15,4,18,22,2,52,2,1,8,94,0,61,0,1,1,1,1,1
7459,4,4,33,86,25,18,54,7,20,29,0,14,3,5,6,85,1,28,0,4,1,1,1,1
7460,7,9,49,6,14,16,11,7,15,9,1,34,3,1,6,43,1,20,0,2,1,1,1,1
7461,7,9,57,74,53,89,48,4,7,28,0,21,2,3,7,71,0,28,1,2,1,1,1,1
7462,2,3,33,41,59,86,54,3,18,20,1,21,2,7,8,90,0,18,1,1,1,1,1,1
7463,1,6,13,54,23,50,32,5,7,9,0,16,2,5,6,53,1,53,0,1,1,1,1,1
7464,7,3,56,100,17,55,40,1,12,6,3,29,1,4,3,92,0,39,0,2,1,1,1,1
7465,7,5,40,17,34,81,49,3,19,17,3,49,2,4,4,94,1,38,1,1,1,1,1,1
7466,3,5,41,92,37,87,39,5,10,27,2,12,3,2,7,95,0,22,1,4,1,1,1,1
7467,6,8,15,74,44,98,45,7,19,26,1,56,3,2,3,79,1,27,1,1,1,1,1,1
7468,2,2,11,67,26,22,56,7,15,18,5,15,2,2,7,80,1,21,1,1,1,1,1,1
7469,1,4,30,80,17,23,47,1,9,30,0,30,2,4,3,53,0,59,0,1,1,1,1,1
7470,7,3,13,73,19,81,40,7,15,23,5,20,3,1,4,51,0,67,1,2,1,1,1,1
7471,6,9,34,95,44,45,59,4,17,26,5,29,1,2,8,62,1,69,0,4,1,1,1,1
7472,4,4,40,12,16,38,13,4,18,12,3,23,3,6,10,71,1,25,0,2,1,1,1,1
7473,4,8,15,2,25,95,19,4,10,23,0,10,1,6,8,39,0,35,1,1,1,1,1,1
7474,4,1,33,71,10,6,49,1,14,7,5,28,2,8,7,79,1,60,0,2,1,1,1,1
7475,5,6,43,18,58,96,23,6,7,25,1,37,2,1,4,13,1,39,0,1,1,1,1,1
7476,6,8,14,13,14,67,19,4,14,20,0,14,1,6,7,49,1,19,1,2,1,1,1,1
7477,1,6,22,48,17,21,40,7,3,19,3,57,3,6,8,83,0,57,0,1,1,1,1,1
7478,7,5,45,93,58,15,16,6,7,23,5,41,3,7,8,93,1,43,1,1,1,1,1,1
7479,8,9,45,17,58,96,24,1,5,26,4,51,3,6,3,15,0,69,1,1,1,1,1,1
7480,5,4,56,13,10,88,12,4,16,10,3,58,3,1,4,51,1,33,1,2,1,1,1,1
7481,3,8,51,38,41,66,37,7,6,17,1,48,3,8,4,30,0,55,1,2,1,1,1,1
7482,3,5,11,56,12,74,10,7,5,5,0,45,1,1,4,41,1,57,1,2,1,1,1,1
7483,9,2,16,80,40,63,56,3,11,28,0,47,1,5,6,64,0,45,0,1,1,1,1,1
7484,8,2,10,60,54,43,19,2,13,10,5,28,3,2,8,40,0,62,0,1,1,1,1,1
7485,3,6,55,48,57,76,47,5,5,15,4,30,1,2,10,15,0,43,0,4,1,1,1,1
7486,6,3,35,70,51,28,39,1,4,8,4,56,3,7,6,95,0,69,0,1,1,1,1,1
7487,4,5,17,86,57,20,45,1,3,17,3,19,3,5,3,37,0,36,1,1,1,1,1,1
7488,8,6,11,96,58,32,48,7,14,30,3,52,3,7,10,46,1,38,1,1,1,1,1,1
7489,4,7,39,3,26,7,28,4,12,17,0,59,2,6,4,82,1,20,1,1,1,1,1,1
7490,3,2,40,95,18,68,32,3,19,17,5,38,1,6,8,81,0,55,1,2,1,1,1,1
7491,4,9,15,17,31,72,38,5,18,22,0,35,3,4,7,88,0,21,0,1,1,1,1,1
7492,7,9,17,41,60,88,21,7,6,7,4,39,3,7,2,27,1,18,0,1,1,1,1,1
7493,9,3,30,34,48,25,23,4,11,12,1,32,3,7,7,74,1,34,0,1,1,1,1,1
7494,8,4,30,81,60,93,32,4,11,23,1,28,3,3,9,90,1,21,0,1,1,1,1,1
7495,6,1,55,67,46,62,46,4,6,20,5,47,2,1,9,37,0,66,1,2,1,1,1,1
7496,3,3,21,7,54,64,25,5,19,18,3,20,3,5,6,60,0,44,1,1,1,1,1,1
7497,5,7,40,53,60,95,23,6,17,12,0,59,2,1,8,18,0,70,1,1,1,1,1,1
7498,1,1,11,30,38,26,31,2,14,20,3,42,1,7,3,42,0,47,0,1,1,1,1,1
7499,3,4,25,8,52,19,28,4,6,26,5,56,2,3,3,20,1,25,1,1,1,1,1,1
7500,5,8,44,92,49,46,29,3,6,8,3,59,3,1,2,61,1,29,0,1,1,1,1,1
7501,9,5,50,12,56,40,32,3,15,28,1,50,2,4,6,52,0,25,0,1,1,1,1,1
7502,9,2,38,53,16,7,31,7,2,21,3,38,1,5,5,58,0,24,0,2,1,1,1,1
7503,6,3,10,77,51,74,34,1,10,22,0,38,1,7,7,78,1,58,0,1,1,1,1,1
7504,3,5,25,47,49,89,13,5,7,17,0,11,2,6,7,85,0,54,1,4,1,1,1,1
7505,5,6,30,85,36,40,57,1,19,23,0,25,2,2,9,58,0,63,0,1,1,1,1,1
7506,2,3,57,38,46,10,52,7,4,26,4,53,2,2,2,74,1,23,0,1,1,1,1,1
7507,6,7,28,54,40,36,25,2,10,15,1,44,2,5,7,22,1,35,1,1,1,1,1,1
7508,4,8,10,79,26,47,15,4,3,22,0,50,3,5,8,56,0,29,1,1,1,1,1,1
7509,4,8,13,59,45,71,21,1,12,5,4,25,2,6,7,55,1,35,0,1,1,1,1,1
7510,9,1,46,23,56,1,21,4,8,25,2,40,3,8,2,66,1,22,0,2,1,1,1,1
7511,7,8,14,81,50,58,11,2,5,13,3,10,1,2,8,26,1,69,0,1,1,1,1,1
7512,2,7,31,67,14,26,39,5,9,24,1,34,3,5,3,12,0,55,0,1,1,1,1,1
7513,4,1,21,93,42,1,28,3,20,18,1,23,1,6,8,47,0,44,1,1,1,1,1,1
7514,1,5,58,60,14,21,53,3,8,10,3,51,2,2,8,74,0,62,0,2,1,1,1,1
7515,3,5,25,1,51,47,14,1,3,14,2,24,2,5,9,85,1,37,0,1,1,1,1,1
7516,6,8,18,58,17,40,17,5,17,29,2,15,1,5,3,56,0,38,0,4,1,1,1,1
7517,1,2,59,55,46,12,51,2,10,23,0,34,3,7,9,44,1,61,1,1,1,1,1,1
7518,2,8,53,77,51,67,36,1,13,23,1,45,1,3,2,78,1,61,1,3,1,1,1,1
7519,4,4,42,86,59,8,15,6,13,27,1,33,2,8,10,19,1,45,1,1,1,1,1,1
7520,4,3,42,44,34,58,45,7,10,12,1,21,1,4,3,92,1,27,0,2,1,1,1,1
7521,3,5,47,91,59,36,16,5,7,9,5,16,3,8,7,79,1,69,0,2,1,1,1,1
7522,9,5,18,81,56,73,39,5,8,11,3,46,1,2,8,85,0,28,0,1,1,1,1,1
7523,8,2,23,71,18,38,43,7,4,10,2,58,2,2,10,59,1,33,0,2,1,1,1,1
7524,2,8,42,3,10,77,24,5,3,20,0,29,1,8,6,56,0,28,1,2,1,1,1,1
7525,4,7,32,98,50,64,58,3,3,9,0,29,2,2,8,32,1,59,1,4,1,1,1,1
7526,8,2,55,28,26,30,60,3,13,18,5,27,3,8,9,55,1,26,1,2,1,1,1,1
7527,7,1,56,29,56,14,28,7,19,21,5,10,2,3,10,21,1,36,0,4,1,1,1,1
7528,1,4,29,60,54,40,35,1,2,6,2,48,1,2,7,33,1,68,0,1,1,1,1,1
7529,8,2,48,35,23,73,21,7,11,29,5,52,3,1,8,59,1,20,1,2,1,1,1,1
7530,9,3,47,24,16,99,42,3,19,5,5,24,1,4,9,16,0,30,1,2,1,1,1,1
7531,9,3,22,71,35,1,19,5,16,20,3,28,3,2,2,21,0,46,0,4,1,1,1,1
7532,8,3,46,35,21,87,19,7,10,13,2,17,3,1,9,66,0,18,1,4,1,1,1,1
7533,2,8,14,45,38,96,13,1,7,19,1,60,2,5,4,22,1,21,1,1,1,1,1,1
7534,1,5,39,67,36,25,23,7,19,25,3,36,2,7,2,92,0,37,0,2,1,1,1,1
7535,8,8,30,20,58,67,28,6,6,27,0,34,1,7,10,84,0,37,1,1,1,1,1,1
7536,5,9,14,5,20,40,60,3,11,26,0,51,2,6,4,20,0,53,0,2,1,1,1,1
7537,7,9,39,20,54,54,31,2,19,28,1,42,2,4,4,87,0,45,1,1,1,1,1,1
7538,5,6,52,95,20,55,59,1,10,7,3,53,3,8,7,60,0,20,0,1,1,1,1,1
7539,4,5,19,43,47,1,42,5,12,30,5,26,1,2,9,31,1,49,1,2,1,1,1,1
7540,4,3,55,72,42,43,47,3,3,16,2,28,2,1,3,42,1,23,0,4,1,1,1,1
7541,9,9,37,18,37,67,34,6,15,28,5,26,2,7,5,56,0,29,0,1,1,1,1,1
7542,7,8,22,56,59,83,55,3,14,28,2,50,2,8,8,24,1,25,0,1,1,1,1,1
7543,6,9,55,32,53,55,55,4,5,29,1,43,2,6,8,84,1,52,1,1,1,1,1,1
7544,2,4,43,42,26,94,45,6,9,9,4,26,2,2,2,20,1,62,1,4,1,1,1,1
7545,9,5,47,29,34,51,59,4,16,28,4,43,3,4,5,51,0,70,1,4,1,1,1,1
7546,6,6,59,25,39,67,44,1,14,15,4,56,2,6,5,99,1,56,1,3,1,1,1,1
7547,5,7,35,94,51,79,39,1,16,29,2,29,3,4,3,38,1,46,0,4,1,1,1,1
7548,8,6,51,91,26,73,29,4,5,17,2,19,2,8,10,80,0,33,1,2,1,1,1,1
7549,5,8,31,13,52,2,53,1,4,7,5,41,3,1,5,27,1,70,0,2,1,1,1,1
7550,1,2,59,23,31,89,48,2,16,28,0,40,1,6,8,48,1,47,0,2,1,1,1,1
7551,7,6,19,37,15,22,54,6,9,10,2,19,2,3,3,11,0,25,0,1,1,1,1,1
7552,2,4,30,12,51,17,30,2,2,25,2,33,2,5,4,71,1,38,0,2,1,1,1,1
7553,3,9,15,56,45,47,29,4,6,21,5,36,1,4,4,36,1,26,0,1,1,1,1,1
7554,5,5,29,10,32,67,41,2,12,29,3,22,3,6,6,67,0,51,1,1,1,1,1,1
7555,1,4,43,47,44,20,47,1,7,28,1,13,1,1,5,95,0,66,1,2,1,1,1,1
7556,3,7,45,38,43,35,10,6,6,14,4,55,3,8,3,63,1,58,0,1,1,1,1,1
7557,7,5,35,96,34,27,52,7,14,22,2,34,2,5,7,85,1,42,0,4,1,1,1,1
7558,3,1,19,75,42,56,35,4,3,10,5,38,1,2,8,97,1,38,0,1,1,1,1,1
7559,1,8,21,7,22,25,10,7,14,29,4,50,1,2,7,37,1,38,1,2,1,1,1,1
7560,2,5,42,78,25,79,47,7,4,26,5,51,3,2,7,71,1,67,1,2,1,1,1,1
7561,7,2,49,75,34,37,37,1,2,29,3,38,3,4,7,18,1,58,1,2,1,1,1,1
7562,3,8,56,4,47,98,44,7,8,5,0,40,1,3,2,96,1,31,1,2,1,1,1,1
7563,4,5,13,74,41,82,16,2,19,16,2,47,3,4,10,19,1,67,1,1,1,1,1,1
7564,3,2,60,58,43,12,25,7,4,19,4,28,2,3,10,100,1,48,1,4,1,1,1,1
7565,8,1,44,14,56,81,14,1,5,6,0,36,2,4,2,85,1,38,0,1,1,1,1,1
7566,6,1,25,68,10,79,53,2,20,6,2,44,1,1,3,71,1,39,0,2,1,1,1,1
7567,3,9,36,25,31,48,33,7,6,13,0,24,3,5,8,90,1,42,1,1,1,1,1,1
7568,3,5,42,18,46,83,27,7,17,19,1,55,3,8,5,94,1,54,0,2,1,1,1,1
7569,9,6,46,61,26,29,58,6,3,19,0,21,3,8,3,82,0,63,1,2,1,1,1,1
7570,7,1,12,23,49,61,35,7,15,29,2,34,1,5,5,43,0,20,0,1,1,1,1,1
7571,3,3,32,37,23,7,59,4,3,10,4,11,3,6,6,94,0,45,0,2,1,1,1,1
7572,2,8,35,50,48,19,17,6,19,25,4,24,2,5,9,75,1,57,1,4,1,1,1,1
7573,6,8,52,96,51,13,50,1,9,10,4,19,2,4,4,53,1,38,0,4,1,1,1,1
7574,2,8,40,70,11,92,36,6,5,27,5,35,3,6,4,86,0,49,0,2,1,1,1,1
7575,2,4,57,11,19,100,15,1,9,27,4,12,1,4,6,87,0,45,1,2,1,1,1,1
7576,2,1,57,100,59,63,57,5,18,13,1,52,2,6,3,90,0,46,1,1,1,1,1,1
7577,5,9,31,89,26,25,48,1,11,6,2,34,2,8,7,56,0,25,1,2,1,1,1,1
7578,5,3,11,77,60,94,59,5,6,29,2,33,2,8,9,25,0,18,0,1,1,1,1,1
7579,6,6,20,76,55,44,19,6,9,30,2,58,1,4,6,78,1,28,0,1,1,1,1,1
7580,7,8,33,68,55,79,32,5,15,16,0,21,2,8,9,75,0,38,1,1,1,1,1,1
7581,6,8,33,38,38,60,20,5,3,5,1,46,1,3,3,49,0,48,0,1,1,1,1,1
7582,3,4,40,56,11,30,32,6,5,12,4,49,3,3,6,73,0,28,0,2,1,1,1,1
7583,7,8,34,81,15,17,28,2,10,10,1,36,2,3,10,26,0,43,0,2,1,1,1,1
7584,5,9,25,21,46,93,48,7,14,18,2,26,1,8,3,66,0,25,0,1,1,1,1,1
7585,5,6,58,50,60,45,34,1,6,29,4,40,3,1,6,92,0,33,1,1,1,1,1,1
7586,8,7,25,60,11,14,13,2,18,25,4,16,3,4,9,81,0,31,0,2,1,1,1,1
7587,4,9,52,64,18,32,17,6,16,6,2,55,2,6,5,25,1,55,0,2,1,1,1,1
7588,1,8,43,97,47,80,37,1,6,13,5,43,3,8,10,51,1,27,0,2,1,1,1,1
7589,5,2,29,65,23,85,12,1,15,28,0,52,1,6,5,96,0,58,0,1,1,1,1,1
7590,7,7,48,95,52,90,54,2,5,21,2,17,2,4,3,31,1,21,0,1,1,1,1,1
7591,6,4,50,43,18,41,17,6,12,8,0,44,3,2,4,19,1,29,1,2,1,1,1,1
7592,7,4,16,75,36,87,19,6,6,13,5,10,1,3,4,37,0,47,1,1,1,1,1,1
7593,9,8,47,65,28,42,56,6,15,8,0,12,1,8,8,80,0,52,1,2,1,1,1,1
7594,7,4,43,12,46,24,26,5,16,21,1,20,3,1,9,13,1,55,1,2,1,1,1,1
7595,3,8,60,22,16,23,45,1,20,6,4,30,2,1,7,77,0,64,1,2,1,1,1,1
7596,7,4,59,86,38,7,23,4,12,21,0,42,1,4,2,93,1,28,0,1,1,1,1,1
7597,5,4,50,36,39,4,34,3,4,28,2,54,1,4,9,78,1,43,0,2,1,1,1,1
7598,6,4,38,63,22,6,15,5,12,22,3,58,2,2,5,69,0,39,0,1,1,1,1,1
7599,8,1,11,36,47,22,44,3,13,26,2,49,2,3,8,55,1,59,0,1,1,1,1,1
7600,6,5,27,89,13,89,29,4,2,8,3,25,3,2,4,25,0,47,1,2,1,1,1,1
7601,4,1,55,30,22,41,24,6,20,18,0,51,2,7,7,99,1,49,0,2,1,1,1,1
7602,9,3,23,33,16,26,59,7,12,21,5,33,1,1,4,57,0,49,1,2,1,1,1,1
7603,3,5,51,17,35,14,39,3,11,27,0,35,2,8,5,19,1,28,1,1,1,1,1,1
7604,3,6,34,88,38,69,45,7,19,9,0,12,3,7,4,27,1,26,1,1,1,1,1,1
7605,2,6,29,29,41,3,53,7,13,10,3,47,3,6,6,36,0,48,1,2,1,1,1,1
7606,8,3,26,10,59,99,35,1,13,6,3,49,2,7,4,54,1,58,1,2,1,1,1,1
7607,8,3,12,68,47,80,30,5,17,22,0,53,1,7,3,73,0,54,0,1,1,1,1,1
7608,3,9,59,46,34,42,49,3,3,5,4,25,1,7,7,11,0,22,1,2,1,1,1,1
7609,7,8,30,56,19,82,55,1,15,16,4,15,2,4,10,27,0,52,0,2,1,1,1,1
7610,8,5,45,30,33,86,17,5,2,23,3,23,2,8,10,95,0,41,1,2,1,1,1,1
7611,2,5,43,46,21,90,56,2,14,29,2,43,2,8,3,58,1,48,0,2,1,1,1,1
7612,9,7,43,90,19,66,31,2,6,15,2,58,1,2,2,29,0,62,0,2,1,1,1,1
7613,4,6,50,24,32,97,54,5,16,20,0,26,3,8,7,76,0,44,1,2,1,1,1,1
7614,4,6,49,12,19,63,42,4,5,10,1,24,2,3,4,82,0,67,1,2,1,1,1,1
7615,3,2,35,4,55,30,51,4,13,20,5,27,1,8,3,33,0,39,0,1,1,1,1,1
7616,1,1,30,24,27,54,53,6,15,19,4,32,1,8,6,27,1,47,1,1,1,1,1,1
7617,8,9,57,37,22,66,55,5,12,23,4,53,3,7,3,27,0,58,1,2,1,1,1,1
7618,9,8,44,2,35,47,41,1,19,29,2,41,2,6,4,60,1,29,1,1,1,1,1,1
7619,6,1,33,83,31,41,16,4,14,22,0,53,1,4,3,49,1,24,0,2,1,1,1,1
7620,6,4,17,3,60,90,25,2,13,9,2,12,3,5,3,65,0,31,0,4,1,1,1,1
7621,3,3,17,83,36,92,11,4,11,16,5,24,3,8,9,22,0,58,0,1,1,1,1,1
7622,2,4,50,82,44,27,16,2,4,23,5,50,2,7,8,51,1,69,0,2,1,1,1,1
7623,3,4,45,69,45,99,34,3,6,29,3,47,1,4,9,93,1,57,0,2,1,1,1,1
7624,3,5,59,76,30,54,52,2,11,10,2,25,3,2,10,85,1,48,1,2,1,1,1,1
7625,1,9,35,6,25,68,40,7,11,16,5,22,2,5,4,32,1,62,0,2,1,1,1,1
7626,4,2,35,54,43,100,44,3,7,27,5,14,3,7,4,58,1,42,1,2,1,1,1,1
7627,7,9,14,98,26,99,54,5,14,5,0,54,3,4,7,62,1,51,0,1,1,1,1,1
7628,5,7,25,13,12,25,54,4,10,28,3,58,3,4,8,98,1,29,1,1,1,1,1,1
7629,1,5,54,43,55,27,16,6,10,9,1,29,1,1,3,29,1,21,0,4,1,1,1,1
7630,7,7,28,16,23,61,11,1,15,25,0,31,2,5,8,31,1,28,0,3,1,1,1,1
7631,1,5,23,51,15,88,29,3,8,18,5,26,2,3,5,58,1,70,0,4,1,1,1,1
7632,4,3,56,2,26,23,53,7,16,13,5,45,3,8,6,53,0,68,1,2,1,1,1,1
7633,9,8,53,64,11,7,54,2,5,19,3,51,2,6,8,78,0,42,1,2,1,1,1,1
7634,8,5,44,87,36,62,12,6,11,28,1,18,2,4,7,78,0,22,0,4,1,1,1,1
7635,5,8,26,29,54,74,36,7,11,6,2,58,2,5,7,25,0,29,1,1,1,1,1,1
7636,5,9,31,77,46,86,17,5,20,25,5,32,3,5,5,65,1,59,0,1,1,1,1,1
7637,7,2,44,34,25,53,14,3,7,25,5,10,3,8,9,95,0,51,0,2,1,1,1,1
7638,6,2,12,62,37,22,44,1,12,8,2,21,2,5,10,87,0,69,0,1,1,1,1,1
7639,2,6,54,56,49,11,20,6,3,26,0,43,2,1,8,51,1,20,1,2,1,1,1,1
7640,3,5,18,9,56,86,30,3,20,22,0,59,3,2,9,61,0,54,1,1,1,1,1,1
7641,8,4,32,52,50,2,43,3,12,25,4,12,2,2,2,59,0,46,1,4,1,1,1,1
7642,3,5,60,3,11,78,21,7,5,26,0,59,1,3,4,60,0,58,1,2,1,1,1,1
7643,7,8,60,100,28,67,32,2,5,9,2,28,3,5,7,49,0,52,1,2,1,1,1,1
7644,1,3,59,52,44,44,47,5,16,22,5,25,1,5,10,19,0,41,1,2,1,1,1,1
7645,5,9,21,30,50,31,29,6,16,25,4,31,3,1,8,72,1,43,0,1,1,1,1,1
7646,7,9,21,20,43,85,47,6,13,30,5,54,2,1,2,47,0,59,0,4,1,1,1,1
7647,3,9,14,5,26,63,23,6,10,7,1,37,3,7,8,80,0,21,0,2,1,1,1,1
7648,6,2,23,58,57,17,49,5,17,29,5,54,3,4,5,16,1,31,0,1,1,1,1,1
7649,7,3,18,98,44,15,55,3,16,29,4,34,1,3,8,22,1,31,0,4,1,1,1,1
7650,9,4,28,22,47,86,59,3,5,21,3,11,1,2,10,26,0,34,1,1,1,1,1,1
7651,9,8,49,54,17,67,51,3,15,24,4,52,3,1,3,14,1,33,1,1,1,1,1,1
7652,7,8,36,69,60,29,51,7,6,18,0,13,1,8,4,15,1,43,0,1,1,1,1,1
7653,4,7,56,91,19,85,12,4,18,16,1,57,2,3,5,17,1,54,0,1,1,1,1,1
7654,3,6,43,84,13,43,22,5,11,23,5,55,2,3,8,29,0,29,1,2,1,1,1,1
7655,5,1,53,57,44,93,17,4,15,7,4,19,1,8,10,18,1,42,1,2,1,1,1,1
7656,9,6,15,87,26,86,50,7,17,9,5,55,3,5,6,96,0,67,1,1,1,1,1,1
7657,4,6,10,25,27,31,39,6,2,12,1,21,3,8,3,89,0,70,0,1,1,1,1,1
7658,6,1,36,35,21,74,54,2,3,24,3,21,3,3,5,47,1,61,1,2,1,1,1,1
7659,3,3,38,93,36,24,59,7,4,29,5,45,2,3,5,49,0,45,1,2,1,1,1,1
7660,6,4,15,30,10,5,37,5,14,10,2,41,1,8,10,71,0,65,0,1,1,1,1,1
7661,6,5,23,19,60,26,47,1,18,18,0,37,2,5,8,50,0,65,0,1,1,1,1,1
7662,6,8,24,80,34,100,26,2,17,22,2,52,1,7,9,37,0,21,0,1,1,1,1,1
7663,8,7,22,46,32,45,17,1,17,19,1,59,2,4,2,86,0,30,1,1,1,1,1,1
7664,7,4,15,82,43,67,31,1,18,28,0,40,2,1,6,57,0,58,1,1,1,1,1,1
7665,4,5,60,38,31,3,25,2,17,23,2,50,2,8,6,87,1,39,0,2,1,1,1,1
7666,7,6,45,89,38,85,14,5,3,13,3,26,1,6,6,61,1,25,0,2,1,1,1,1
7667,4,6,48,88,19,77,24,5,17,28,3,21,2,4,6,31,0,66,0,2,1,1,1,1
7668,4,4,39,87,18,66,40,5,8,9,1,30,2,2,3,32,1,51,0,4,1,1,1,1
7669,3,3,50,44,59,8,26,3,12,5,3,23,1,7,3,49,0,18,0,1,1,1,1,1
7670,5,8,22,18,46,31,10,7,20,27,1,52,3,4,9,73,1,18,1,1,1,1,1,1
7671,2,3,18,26,60,5,42,2,9,11,3,33,2,2,5,95,0,60,0,1,1,1,1,1
7672,8,4,10,42,21,90,26,3,5,28,4,54,2,5,8,65,0,24,1,1,1,1,1,1
7673,7,7,25,89,48,98,34,2,15,8,1,14,2,4,9,82,1,45,1,4,1,1,1,1
